id,group,age_demographic_tag,theme,gift_idea,why_unique,price_band,price_range
176,"Girls, 0-12","Creative, expressive, imaginative",Room & Decor,DIY terrarium desk garden,"A living, low-maintenance corner of green.",B,"Rs 500-1,500"
177,"Girls, 0-12","Creative, expressive, imaginative",Room & Decor,Corkboard + polaroid memory set,"Her friendships and trips, curated on the wall.",B,"Rs 500-1,500"
178,"Girls, 0-12","Creative, expressive, imaginative",Room & Decor,Scented shape-cut candle set,"Pretty, calming décor that also smells lovely.",A,Rs 0-500
179,"Girls, 0-12","Creative, expressive, imaginative",Room & Decor,Personalised door-name plaque,Marks her space as truly her own.,A,Rs 0-500
180,"Girls, 0-12","Creative, expressive, imaginative",Room & Decor,Rainbow projector mood light,Colour-shifting ambience for reading and winding down.,B,"Rs 500-1,500"
181,"Girls, 0-12","Creative, expressive, imaginative",Wellness,Kids' mindfulness & feelings card deck,Names big emotions; a gentle tool for tough days.,A,Rs 0-500
182,"Girls, 0-12","Creative, expressive, imaginative",Wellness,Yoga-for-kids mat & pose cards,"Movement and calm in a playful, guided format.",B,"Rs 500-1,500"
183,"Girls, 0-12","Creative, expressive, imaginative",Wellness,Gratitude journal for children,Builds a lifelong habit of noticing the good.,A,Rs 0-500
184,"Girls, 0-12","Creative, expressive, imaginative",Wellness,Kinetic sand sensory tray,Deeply calming tactile play for anxious moments.,B,"Rs 500-1,500"
185,"Girls, 0-12","Creative, expressive, imaginative",Wellness,DIY stress-ball / squishy kit,Make their own fidget; comfort they crafted.,A,Rs 0-500
186,"Girls, 0-12","Creative, expressive, imaginative",Wellness,Weighted plush comfort toy,Gentle pressure that soothes at bedtime.,C,"Rs 1,500-5,000"
187,"Girls, 0-12","Creative, expressive, imaginative",Wellness,Aromatherapy dough / play kit,"Scented, squishy calm for over-stimulated days.",B,"Rs 500-1,500"
188,"Girls, 0-12","Creative, expressive, imaginative",Wellness,Affirmation card set for kids,"Daily confidence in bite-sized, kind reminders.",A,Rs 0-500
189,"Girls, 0-12","Creative, expressive, imaginative",Wellness,Bedtime meditation audio + book,Winds down racing minds without a screen.,B,"Rs 500-1,500"
190,"Girls, 0-12","Creative, expressive, imaginative",Wellness,Emotion-faces wooden puzzle,Playful emotional literacy for the youngest.,A,Rs 0-500
191,"Girls, 0-12","Creative, expressive, imaginative",Dress-Up & Fashion,Design-your-own fashion sketch kit,Stencils and pens for the budding designer.,B,"Rs 500-1,500"
192,"Girls, 0-12","Creative, expressive, imaginative",Dress-Up & Fashion,Dress-up costume + accessories trunk,A whole wardrobe for imaginative role-play.,C,"Rs 1,500-5,000"
193,"Girls, 0-12","Creative, expressive, imaginative",Dress-Up & Fashion,DIY hair-accessory making kit,"Clips, bows and bands she makes and wears.",B,"Rs 500-1,500"
194,"Girls, 0-12","Creative, expressive, imaginative",Dress-Up & Fashion,Fashion-design magnetic dress-up board,Mix-and-match outfits with no lost pieces.,B,"Rs 500-1,500"
195,"Girls, 0-12","Creative, expressive, imaginative",Dress-Up & Fashion,Kids' vanity + play-makeup (washable),"Safe, washable glam for dress-up days.",C,"Rs 1,500-5,000"
196,"Girls, 0-12","Creative, expressive, imaginative",Dress-Up & Fashion,Sewing-for-kids beginner kit,"A real, gentle first craft with wearable results.",B,"Rs 500-1,500"
197,"Girls, 0-12","Creative, expressive, imaginative",Dress-Up & Fashion,Personalised cape / superhero costume,Her name on a hero's cape; pure imagination fuel.,B,"Rs 500-1,500"
198,"Girls, 0-12","Creative, expressive, imaginative",Dress-Up & Fashion,Design-your-own T-shirt fabric kit,Wearable art she designs and shows off at school.,A,Rs 0-500
199,"Girls, 0-12","Creative, expressive, imaginative",Dress-Up & Fashion,Princess / fairy dress-up set,Classic imaginative play that never gets old.,C,"Rs 1,500-5,000"
200,"Girls, 0-12","Creative, expressive, imaginative",Dress-Up & Fashion,Kids' fashion runway sticker book,Style stories she creates page after page.,A,Rs 0-500
201,"Teen boys, 13-19","Identity, gaming, gear, hobbies",Tech & Gadgets,Handheld retro game console (500+ games),Nostalgic arcade in the pocket; instant crowd-pleaser.,B,"Rs 500-1,500"
202,"Teen boys, 13-19","Identity, gaming, gear, hobbies",Tech & Gadgets,Over-ear gaming headset with mic,Immersion and squad comms; a genuine gaming upgrade.,C,"Rs 1,500-5,000"
203,"Teen boys, 13-19","Identity, gaming, gear, hobbies",Tech & Gadgets,Mechanical keyboard (compact 60%),The clack that gamers obsess over; a desk statement.,C,"Rs 1,500-5,000"
204,"Teen boys, 13-19","Identity, gaming, gear, hobbies",Tech & Gadgets,RGB gaming mouse with programmable buttons,Precision and glow; the accessory every gamer notices.,B,"Rs 500-1,500"
205,"Teen boys, 13-19","Identity, gaming, gear, hobbies",Tech & Gadgets,Portable Bluetooth speaker (rugged),"Loud, drop-proof and travels to every hangout.",C,"Rs 1,500-5,000"
206,"Teen boys, 13-19","Identity, gaming, gear, hobbies",Tech & Gadgets,Smartwatch with fitness & notifications,Grown-up gadget that tracks runs and pings.,D,"Rs 5,000+"
207,"Teen boys, 13-19","Identity, gaming, gear, hobbies",Tech & Gadgets,Levitating / floating Bluetooth speaker,A floating speaker is pure conversation-starter magic.,D,"Rs 5,000+"
208,"Teen boys, 13-19","Identity, gaming, gear, hobbies",Tech & Gadgets,Phone gimbal stabiliser for creators,Smooth cinematic video for the aspiring YouTuber.,C,"Rs 1,500-5,000"
209,"Teen boys, 13-19","Identity, gaming, gear, hobbies",Tech & Gadgets,Wireless earbuds with low-latency mode,Gaming-grade audio without the wires.,C,"Rs 1,500-5,000"
210,"Teen boys, 13-19","Identity, gaming, gear, hobbies",Tech & Gadgets,Smart LED strip lights (app + music sync),"Turns any room into a synced, glowing setup.",B,"Rs 500-1,500"
211,"Teen boys, 13-19","Identity, gaming, gear, hobbies",Gaming Culture,Arc-reactor / superhero LED desk lamp,Collector-grade fan piece that owns the desk.,D,"Rs 5,000+"
212,"Teen boys, 13-19","Identity, gaming, gear, hobbies",Gaming Culture,Anime / game franchise collectible figure,Speaks his fandom fluently; display-worthy.,C,"Rs 1,500-5,000"
213,"Teen boys, 13-19","Identity, gaming, gear, hobbies",Gaming Culture,Controller charging dock station,Ends dead-controller frustration in style.,B,"Rs 500-1,500"
214,"Teen boys, 13-19","Identity, gaming, gear, hobbies",Gaming Culture,Gaming-desk cable & setup organiser kit,The clean-setup upgrade every gamer craves.,B,"Rs 500-1,500"
215,"Teen boys, 13-19","Identity, gaming, gear, hobbies",Gaming Culture,Retro tape-recorder voice keychain,Quirky mini-cassette that records and plays back.,A,Rs 0-500
216,"Teen boys, 13-19","Identity, gaming, gear, hobbies",Gaming Culture,Levitating moon / planet lamp,A floating lamp that defies gravity and expectations.,D,"Rs 5,000+"
217,"Teen boys, 13-19","Identity, gaming, gear, hobbies",Gaming Culture,Pixel-art night-light clock,Retro-game aesthetic meets a useful desk clock.,B,"Rs 500-1,500"
218,"Teen boys, 13-19","Identity, gaming, gear, hobbies",Gaming Culture,Fandom hoodie / graphic tee (personalised),"Wearable identity; his interests, his uniform.",B,"Rs 500-1,500"
219,"Teen boys, 13-19","Identity, gaming, gear, hobbies",Gaming Culture,Enamel-pin collection (game/anime),"Low-cost, high-meaning; badges of belonging.",A,Rs 0-500
220,"Teen boys, 13-19","Identity, gaming, gear, hobbies",Gaming Culture,Custom gamertag neon sign,His handle in light; the ultimate setup flex.,C,"Rs 1,500-5,000"
221,"Teen boys, 13-19","Identity, gaming, gear, hobbies",Fitness & Sport,Adjustable dumbbell set,Home strength training that scales as he grows.,C,"Rs 1,500-5,000"
222,"Teen boys, 13-19","Identity, gaming, gear, hobbies",Fitness & Sport,Football / basketball (pro grade),A serious ball for the kid who lives for the game.,B,"Rs 500-1,500"
223,"Teen boys, 13-19","Identity, gaming, gear, hobbies",Fitness & Sport,Resistance-band home workout kit,Full-body training that fits in a drawer.,B,"Rs 500-1,500"
224,"Teen boys, 13-19","Identity, gaming, gear, hobbies",Fitness & Sport,"Skateboard (complete, quality trucks)","A real board is a hobby, a friend group, an identity.",C,"Rs 1,500-5,000"
225,"Teen boys, 13-19","Identity, gaming, gear, hobbies",Fitness & Sport,Fitness tracker band,Gamifies movement; steps become a personal challenge.,B,"Rs 500-1,500"
226,"Teen boys, 13-19","Identity, gaming, gear, hobbies",Fitness & Sport,Boxing gloves + hand-wrap set,"Discipline, fitness and a serious stress outlet.",C,"Rs 1,500-5,000"
227,"Teen boys, 13-19","Identity, gaming, gear, hobbies",Fitness & Sport,Insulated gym / sports water bottle,"Practical, sturdy and quietly cool.",B,"Rs 500-1,500"
228,"Teen boys, 13-19","Identity, gaming, gear, hobbies",Fitness & Sport,Pull-up bar (doorway),No-excuse strength gains in the bedroom doorway.,B,"Rs 500-1,500"
229,"Teen boys, 13-19","Identity, gaming, gear, hobbies",Fitness & Sport,"Cricket bat (English willow, junior)",For the serious young cricketer; a treasured upgrade.,D,"Rs 5,000+"
230,"Teen boys, 13-19","Identity, gaming, gear, hobbies",Fitness & Sport,Balance / wobble board trainer,Core and coordination for board-sport crossover.,B,"Rs 500-1,500"
231,"Teen boys, 13-19","Identity, gaming, gear, hobbies",Music & Creation,USB podcast / studio microphone,"Launchpad for podcasts, streams and music.",C,"Rs 1,500-5,000"
232,"Teen boys, 13-19","Identity, gaming, gear, hobbies",Music & Creation,Beginner electric guitar starter pack,"The instrument that defines a teenage phase, gloriously.",D,"Rs 5,000+"
233,"Teen boys, 13-19","Identity, gaming, gear, hobbies",Music & Creation,MIDI mini keyboard for music production,Bedroom-producer starter for the beat-maker.,C,"Rs 1,500-5,000"
234,"Teen boys, 13-19","Identity, gaming, gear, hobbies",Music & Creation,Lo-fi beat-making pad controller,Finger-drumming fun that becomes real production.,C,"Rs 1,500-5,000"
235,"Teen boys, 13-19","Identity, gaming, gear, hobbies",Music & Creation,Vinyl record player (portable),Analog cool for the teen with taste.,D,"Rs 5,000+"
236,"Teen boys, 13-19","Identity, gaming, gear, hobbies",Music & Creation,Guitar effects pedal (multi-fx),Unlocks a hundred tones for the guitarist.,C,"Rs 1,500-5,000"
237,"Teen boys, 13-19","Identity, gaming, gear, hobbies",Music & Creation,Ring light + phone tripod creator kit,"Studio lighting for content, calls and covers.",B,"Rs 500-1,500"
238,"Teen boys, 13-19","Identity, gaming, gear, hobbies",Music & Creation,DJ controller (beginner),Mix tracks at parties; a genuinely social hobby.,D,"Rs 5,000+"
239,"Teen boys, 13-19","Identity, gaming, gear, hobbies",Music & Creation,Acoustic guitar (quality beginner),"Timeless, portable and endlessly re-giftable joy.",C,"Rs 1,500-5,000"
240,"Teen boys, 13-19","Identity, gaming, gear, hobbies",Music & Creation,Kalimba / handpan (portable),"Soothing, instantly playable and impressively different.",B,"Rs 500-1,500"
241,"Teen boys, 13-19","Identity, gaming, gear, hobbies",Desk & Study,Aesthetic desk-setup starter bundle,"Mat, stand and organiser; an instant glow-up.",C,"Rs 1,500-5,000"
242,"Teen boys, 13-19","Identity, gaming, gear, hobbies",Desk & Study,Laptop stand + wireless keyboard combo,Ergonomic upgrade for study and gaming alike.,C,"Rs 1,500-5,000"
243,"Teen boys, 13-19","Identity, gaming, gear, hobbies",Desk & Study,Monitor light bar (eye-care),Reduces late-night eye strain; premium desk vibe.,C,"Rs 1,500-5,000"
244,"Teen boys, 13-19","Identity, gaming, gear, hobbies",Desk & Study,Noise-cancelling study headphones,Focus armour for exam season and open homes.,D,"Rs 5,000+"
245,"Teen boys, 13-19","Identity, gaming, gear, hobbies",Desk & Study,Personalised motivational desk mat,"His name, his goals, under his keyboard daily.",B,"Rs 500-1,500"
246,"Teen boys, 13-19","Identity, gaming, gear, hobbies",Desk & Study,Smart study lamp with timer,Pomodoro-friendly lighting for focused sessions.,C,"Rs 1,500-5,000"
247,"Teen boys, 13-19","Identity, gaming, gear, hobbies",Desk & Study,Cable-management & charging valet,Tidy tech; the small upgrade that feels premium.,B,"Rs 500-1,500"
248,"Teen boys, 13-19","Identity, gaming, gear, hobbies",Desk & Study,Digital drawing tablet (entry),For the doodler ready to go digital.,D,"Rs 5,000+"
249,"Teen boys, 13-19","Identity, gaming, gear, hobbies",Desk & Study,Whiteboard + habit-tracker desk set,Turns goals visible; quietly powerful for teens.,B,"Rs 500-1,500"
250,"Teen boys, 13-19","Identity, gaming, gear, hobbies",Desk & Study,Blue-light glasses (stylish),Screen comfort with a look he'll actually wear.,B,"Rs 500-1,500"
251,"Teen boys, 13-19","Identity, gaming, gear, hobbies",Style & Accessories,Minimalist leather-strap watch,A first grown-up watch; understated and lasting.,C,"Rs 1,500-5,000"
252,"Teen boys, 13-19","Identity, gaming, gear, hobbies",Style & Accessories,Personalised leather wallet,Engraved everyday carry that says he matters.,B,"Rs 500-1,500"
253,"Teen boys, 13-19","Identity, gaming, gear, hobbies",Style & Accessories,Streetwear crossbody sling bag,"On-trend, practical and effortlessly cool.",B,"Rs 500-1,500"
254,"Teen boys, 13-19","Identity, gaming, gear, hobbies",Style & Accessories,"Sunglasses (polarised, trend cut)",Instant confidence; a look he'll live in.,B,"Rs 500-1,500"
255,"Teen boys, 13-19","Identity, gaming, gear, hobbies",Style & Accessories,Beanie + graphic-sock gift bundle,Low-stakes fun style pieces teens genuinely wear.,A,Rs 0-500
256,"Teen boys, 13-19","Identity, gaming, gear, hobbies",Style & Accessories,Personalised dog-tag / chain,Subtle identity jewellery with his name or date.,B,"Rs 500-1,500"
257,"Teen boys, 13-19","Identity, gaming, gear, hobbies",Style & Accessories,Cap collection (snapback set),"Everyday headwear; safe, on-point, appreciated.",B,"Rs 500-1,500"
258,"Teen boys, 13-19","Identity, gaming, gear, hobbies",Style & Accessories,Perfume / body-spray gift set,The teenage grooming upgrade they secretly want.,B,"Rs 500-1,500"
259,"Teen boys, 13-19","Identity, gaming, gear, hobbies",Style & Accessories,Canvas high-top sneakers,A wardrobe staple with real personality.,C,"Rs 1,500-5,000"
260,"Teen boys, 13-19","Identity, gaming, gear, hobbies",Style & Accessories,Weekender duffel for trips,Grown-up travel gear for the independence years.,C,"Rs 1,500-5,000"
261,"Teen boys, 13-19","Identity, gaming, gear, hobbies",Hobbies & Making,Beginner DSLR / mirrorless (used-grade),For the teen serious about photography as an art.,D,"Rs 5,000+"
262,"Teen boys, 13-19","Identity, gaming, gear, hobbies",Hobbies & Making,Astronomy telescope (intermediate),Rings of Saturn from the terrace; awe on tap.,D,"Rs 5,000+"
263,"Teen boys, 13-19","Identity, gaming, gear, hobbies",Hobbies & Making,Model-building kit (car/aircraft/Gundam),"Patience, focus and a display piece at the end.",C,"Rs 1,500-5,000"
264,"Teen boys, 13-19","Identity, gaming, gear, hobbies",Hobbies & Making,Skateboard / longboard tool & wheel kit,For the boarder who tinkers with his ride.,B,"Rs 500-1,500"
265,"Teen boys, 13-19","Identity, gaming, gear, hobbies",Hobbies & Making,"Drone (beginner, camera)",Aerial video and pure flying fun; huge wow factor.,D,"Rs 5,000+"
266,"Teen boys, 13-19","Identity, gaming, gear, hobbies",Hobbies & Making,Leathercraft starter kit,"Make a real wallet; a rare, tactile modern skill.",C,"Rs 1,500-5,000"
